,age,latitude,longitude,genotype
344,4050,50.0504153,14.3667267,0
345,4250,50.0504153,14.3667267,0
346,4250,50.0504153,14.3667267,2
347,4250,50.0504153,14.3667267,0
348,3764,50.1217475,14.4569508,0
349,3741,50.1217475,14.4569508,2
350,4150,50.166667,14.316667,0
351,4250,48.8,17.02,0
352,4018,44.8,10.333333,2
353,4015,44.8,10.333333,0
354,4015,44.8,10.333333,0
355,4150,39.09,-9.25,0
356,4279,39.5,-8.616666667,2
357,4350,42.4,-3.75,0
358,4278,42.4,-3.75,0
359,4250,42.72503,-3.844537,0
360,4050,40.439,-3.501,0
361,4250,40.439,-3.501,0
362,4337,41.49194444,2.138888889,0
363,4246,45.46,6.213,0
364,4069,44.476,6.369,0
365,3991,44.476,6.369,0
366,4283,51.68,-1.297,0
367,4270,51.16,-1.77,0
368,4330,50.919204,-2.015441,0
369,4250,51.289876,-1.807234,0
370,4049,52.15,-0.38,0
371,4150,50.862516,-0.121506,0
372,4250,51.24,-1.76,0
373,4250,51.22,-1.77,0
374,4040,52.34,0.03,0
375,3970,52.34,0.03,2
376,3950,54.201949,-0.434355,2
377,3994,52.17,0.1,0
378,4115,52.67,-0.35,0
379,4150,51.121284,-3.075648,0
380,4150,51.147052,-1.812529,0
381,4035,54.522812,-1.308134,0
382,4114,51.79568333,-1.319891667,0
383,3964,51.79568333,-1.319891667,0
384,4252,58.364762,-3.403508,0
385,4113,55.97,-2.444,0
386,4255,56.680948,-6.45982,0
387,3988,52.733563,5.096183,0
388,4000,52.733563,5.096183,0
389,3979,52.733563,5.096183,0
390,3767,52.733563,5.096183,2
391,4382,52.733563,5.096183,2
392,4050,52.733563,5.096183,0
393,4000,50.19,14.158,0
394,4200,50.19,14.158,0
395,4200,50.19,14.158,0
396,4200,50.19,14.158,0
397,4200,50.19,14.158,0
398,4350,50.19,14.158,2
399,4150,50.044984,14.339296,0
400,4172,50.0504153,14.3667267,0
401,4110,50.0504153,14.3667267,0
402,4165,50.0504153,14.3667267,2
403,4163,50.0504153,14.3667267,0
404,4074,50.1217475,14.4569508,2
405,4060,50.1217475,14.4569508,0
406,4122,50.1217475,14.4569508,0
407,4122,50.1217475,14.4569508,0
408,4200,50.410265,14.074597,0
409,4050,50.410265,14.074597,0
410,4150,50.410265,14.074597,0
411,4250,50.410265,14.074597,0
412,4200,50.410265,14.074597,2
413,4250,50.410265,14.074597,2
414,4200,50.410265,14.074597,0
415,4200,50.410265,14.074597,0
416,4300,50.410265,14.074597,0
417,4200,50.410265,14.074597,0
418,4250,50.118,14.258,2
419,4604,47.56,7.52,0
420,4100,49.153,6.102,2
421,4190,47.96,7.3,0
422,4383,47.65,7.45,0
423,4175,48.8833,12.5332,0
424,4191,48.8833,12.5332,0
425,4175,48.8833,12.5332,0
426,4200,48.33,10.895,0
427,4250,48.33,10.895,0
428,4284,48.33,10.9,2
429,4286,48.33,10.9,2
430,4165,48.33,10.9,0
431,4107,48.33,10.9,2
432,4200,48.841,12.75,0
433,4200,48.841,12.75,2
434,4200,48.841,12.75,0
435,4200,48.841,12.75,0
436,4200,48.841,12.75,0
437,4250,48.663,12.707,2
438,4200,48.691,13.016,2
439,4250,48.691,13.016,0
440,4250,48.691,13.016,0
441,4336,48.32,10.89,0
442,4223,48.32,10.89,0
443,4250,48.705913,11.325375,2
444,4250,49.652887,8.327682,0
445,4387,51.45,11.54,0
446,4290,51.45,11.54,0
447,4250,51.79,11.14,0
448,4140,51.79,11.14,0
449,4300,47.62094,19.04494,2
450,4215,47.59916,19.05456,0
451,4285,47.59916,19.05456,0
452,4300,47.429954,19.051966,0
453,4250,47.429954,19.051966,0
454,4256,47.383224,19.020252,0
455,4283,47.383224,19.020252,0
456,4280,47.383224,19.020252,2
457,4300,47.383224,19.020252,0
458,4175,50.87,16.86,0
459,4151,50.09,18.1,0
460,4283,50.649,21.656,2
461,4121,50.96,17.02,0
462,1200,50.19,14.16,0
463,1235,50.19,14.16,0
464,4066,51.16,-1.77,0
465,4105,51.16,-1.77,0
466,3980,51.405327,-1.150767,0
467,4070,51.15,-1.36,0
468,4038,53.079803,-1.640942,0
469,3805,51.33,1.36,0
470,3745,51.33,1.36,0
471,3960,51.33,1.36,0
472,3848,54.979,-2.123,2
473,3702,55.309983,-1.553328,2
474,4270,51.13,-1.69,2
475,3993,55.058,-2.147,0
476,3745,51.471197,-0.266408,0
477,3597,53.33,-3.84,2
478,3856,56.062,-3.419178,0
479,3954,57.721,-3.3881,0
480,4030,55.97,-2.444,0
481,3703,59.281,-2.425,0
482,3465,51.16,-1.77,0
483,3340,51.16,-1.77,2
484,3400,52.696301,-0.34,2
485,3400,52.122402,-0.511365,0
486,3400,52.122402,-0.511365,0
487,3400,52.122402,-0.511365,2
488,3400,52.122402,-0.511365,0
489,3400,52.122402,-0.511365,0
490,3400,52.122402,-0.511365,2
491,3400,52.122402,-0.511365,0
492,3455,50.919204,-2.015441,0
493,3316,52.17839,0.122544,0
494,3400,52.17839,0.122544,2
495,3400,52.34,0.03,0
496,3400,52.34,0.03,0
497,3400,52.34,0.03,0
498,3400,52.310608,0.386227,2
499,3352,55.98,-2.896,0
500,3211,55.98,-2.896,0
501,3308,58.23,-6.935,2
502,2945,54.155105,-2.472049,2
503,2843,57.721,-3.3881,0
504,2853,57.721,-3.3881,0
505,2811,57.72,-3.388,0
506,2854,57.72,-3.388,0
507,3714,52.733563,5.096183,0
508,3724,52.733563,5.096183,0
509,3036,51.89,11.04,0
510,4113,50.23,18.22,0
511,4142,51.04,17.07,2
512,4117,50.11,18.21,0
513,2623,56.852078,24.272038,2
514,2515,56.852078,24.272038,0
515,2510,56.852078,24.272038,0
516,2268,56.852078,24.272038,0
517,2613,56.852078,24.272038,0
518,2610,56.852078,24.272038,0
519,2623,56.852078,24.272038,0
520,2635,56.852078,24.272038,0
521,13255,42.24,42.92,0
522,9720,42.13,43.12,0
523,5875,39.73,45.2,0
524,6100,39.73,45.2,0
525,6145,39.73,45.2,0
526,4465,40.65,45.12,0
527,4492,40.65,45.12,0
528,5170,40.38,43.87,0
529,3402,40.38,43.94,0
530,3257,40.14,45.26,0
531,2902,39.2,46.4,0
532,6800,52.22,48.1,0
533,6550,52.22,48.1,0
534,4800,52.42,48.24,0
535,4952,53.38,50.39,0
536,4950,51.27,58.18,0
537,5079,53.38,50.39,0
538,4778,53.38,50.38,0
539,5071,53.38,50.39,0
540,4950,53.38,50.38,0
541,4935,46.56,43.68,0
542,4706,46.58,43.68,0
543,4650,46.54,43.7,0
544,4446,46.62,43.33,0
